anio,trimestre,provincia,pesos,unidades
2021,4,Misiones,284939124.13,843114
2021,4,Neuquén,398883732.6,1499877
2021,4,Rio Negro,273823640.48,1011888
2021,4,Salta,241103004.55,1777907
2021,4,San Juan,103601769.67,1112173
2021,4,San Luis,783304213.63,1913885
2021,4,Santa Cruz,119401407.86,304623
2021,4,Santa Fe,1394941780.37,7994438
2021,4,Santiago del Estero,379393074.42,3115918
2021,4,Tierra del Fuego,72221324.4,201487
2021,4,Tucumán,241890955.42,2250601
2022,1,Buenos Aires,6793289775.48,55278602
2022,1,CABA y GBA,13182929999.9,85582159
2022,1,Catamarca,78576384.39,338557
2022,1,Chaco,245589081.29,1394509
2022,1,Chubut,393685938.57,1889150
2022,1,Córdoba,973729570.97,7439698
2022,1,Corrientes,571628180.02,1536097
2022,1,Entre Ríos,677089811.77,3778254
2022,1,Formosa,64871189.41,259962
2022,1,Jujuy,155731405.21,1284610
2022,1,La Pampa,190077543.71,972675
2022,1,La Rioja,60969902.11,233318
2022,1,Mendoza,431329080.68,5558991
2022,1,Misiones,525657159.24,1472285
2022,1,Neuquén,389179666.75,1246274
2022,1,Rio Negro,262083900.75,946928
2022,1,Salta,238847006.95,2012708
2022,1,San Juan,129564265.62,1188318
2022,1,San Luis,543310753.78,1273471
2022,1,Santa Cruz,136831805.47,323382
2022,1,Santa Fe,1653674902.11,8574756
2022,1,Santiago del Estero,429103432.95,2875347
2022,1,Tierra del Fuego,86983071.58,226115
2022,1,Tucumán,399685179.57,3158000
2022,2,Buenos Aires,4843704361.82,46307564
2022,2,CABA y GBA,22030555474.75,100453758
2022,2,Catamarca,99291545.16,346347
2022,2,Chaco,326379728.89,1476325
2022,2,Chubut,425846980.95,1080896
2022,2,Córdoba,1419841622.28,8398986
2022,2,Corrientes,703378841.13,1692702
2022,2,Entre Ríos,670785512.37,2913728
2022,2,Formosa,120581517.19,520951
2022,2,Jujuy,167929858.14,1295150
2022,2,La Pampa,204350292.1,907678
2022,2,La Rioja,88651766.1,258775
2022,2,Mendoza,549279866.62,5755864
2022,2,Misiones,765704629.53,1630519
2022,2,Neuquén,707617753.17,1781650
2022,2,Rio Negro,295924100.66,873698
2022,2,Salta,254270682.8,1663973
2022,2,San Juan,143200024.47,1191710
2022,2,San Luis,1150813801.57,2407099
2022,2,Santa Cruz,191205120.57,338337
2022,2,Santa Fe,1879860050.88,8262529
2022,2,Santiago del Estero,435717850.04,2864970
2022,2,Tierra del Fuego,154251516.23,320787
2022,2,Tucumán,349392273.76,2964390
2022,3,Buenos Aires,5758442166.78,46806935
2022,3,CABA y GBA,24901872875.72,97040719
2022,3,Catamarca,98503228.39,320971
2022,3,Chaco,373626117.58,1488906
2022,3,Chubut,457283306.63,1032406
2022,3,Córdoba,1669686410.5,8288736
2022,3,Corrientes,727717902.28,1485010
2022,3,Entre Ríos,635641507.02,2720383
2022,3,Formosa,173711340.35,700843
2022,3,Jujuy,200444475.93,1524254
2022,3,La Pampa,198799877.03,779544
2022,3,La Rioja,102187478.44,255965
2022,3,Mendoza,613010628.82,5500561
2022,3,Misiones,510977224.35,987237
2022,3,Neuquén,1198209916.46,2283687
2022,3,Rio Negro,346000313.24,892193
2022,3,Salta,453990158.91,2287788
2022,3,San Juan,171778338.54,1160526
2022,3,San Luis,2221605653.67,3454884
2022,3,Santa Cruz,201553746.98,315867
2022,3,Santa Fe,2188586532.84,8308314
2022,3,Santiago del Estero,532642233.8,3309803
2022,3,Tierra del Fuego,169370074.36,292046
2022,3,Tucumán,377940149.6,2830705
2022,4,Buenos Aires,6701673279.52,44024059
2022,4,CABA y GBA,28290389412.38,86288788
2022,4,Catamarca,106808110.61,315368
2022,4,Chaco,422115076.82,1406182
2022,4,Chubut,412571083.95,815686
2022,4,Córdoba,1956366264.91,7681947
2022,4,Corrientes,504507608.16,1002998
2022,4,Entre Ríos,694515378.28,2613912
2022,4,Formosa,151973603.19,467394
2022,4,Jujuy,234230406.38,1340500
2022,4,La Pampa,205111405.31,664403
2022,4,La Rioja,125412025.59,247261
2022,4,Mendoza,1125826817.26,6523004
2022,4,Misiones,455043240.44,781492
2022,4,Neuquén,614192062.83,1240369
2022,4,Rio Negro,536637736.95,1036152
2022,4,Salta,577654839.14,1791767
2022,4,San Juan,199439094.96,1096808
2022,4,San Luis,755588966.65,1086210
2022,4,Santa Cruz,238335008.56,292993
2022,4,Santa Fe,2522987561.3,7237163
2022,4,Santiago del Estero,391312764.43,3442248
2022,4,Tierra del Fuego,184308336.69,299167
2022,4,Tucumán,766102761.36,3375900
2023,1,Buenos Aires,7861248679.32,46490240
2023,1,CABA y GBA,36680608906.45,86325779
2023,1,Catamarca,138264727.78,329367
2023,1,Chaco,524385973.96,1536646
2023,1,Chubut,505049337.26,710547
2023,1,Córdoba,2409130891.65,7052832
2023,1,Corrientes,665814034.78,932032
2023,1,Entre Ríos,927122205.47,2962870
2023,1,Formosa,237857349.74,240782
2023,1,Jujuy,328474709.91,2223780
2023,1,La Pampa,264993683.2,732793
2023,1,La Rioja,152666727.16,256330
2023,1,Mendoza,1143620496.45,6202849
2023,1,Misiones,1111614657.42,994641
2023,1,Neuquén,826650819.99,1475419
2023,1,Rio Negro,680611110.58,969565
2023,1,Salta,863306866.43,2230944
2023,1,San Juan,235671870.2,1220659
2023,1,San Luis,980336688.03,1072766
2023,1,Santa Cruz,288457316.71,267355
2023,1,Santa Fe,3064143054.62,7751890
2023,1,Santiago del Estero,416443483.51,2799342
2023,1,Tierra del Fuego,246927236.98,258826
2023,1,Tucumán,909331499.1,2928722
2023,2,Buenos Aires,11176476397.24,46834192
2023,2,CABA y GBA,45690425883.21,87260044
2023,2,Catamarca,222209195.68,401858
2023,2,Chaco,852653720.54,1212719
2023,2,Chubut,668520538.79,815263
2023,2,Córdoba,3247249886.18,7911457
2023,2,Corrientes,1163000150.52,1211698
2023,2,Entre Ríos,1270991265.22,3150341
2023,2,Formosa,359532219.71,545167
2023,2,Jujuy,442936341.4,2307593
2023,2,La Pampa,335100652.2,690618
2023,2,La Rioja,225065112.66,277631
2023,2,Mendoza,2040257546.09,6050474
2023,2,Misiones,1098986749.8,1011791
2023,2,Neuquén,972630356.33,1477257
2023,2,Rio Negro,875620063.72,981167
2023,2,Salta,1013485041.97,1973820
2023,2,San Juan,269869046.74,473033
2023,2,San Luis,723313037.82,667321
2023,2,Santa Cruz,401925006.92,282972
2023,2,Santa Fe,3836597042.01,7115306
2023,2,Santiago del Estero,699363382.87,2853854
2023,2,Tierra del Fuego,309411885.1,254036
2023,2,Tucumán,1186096583.23,2971224
2023,3,Buenos Aires,22807842741.29,51019670
2023,3,CABA y GBA,53916461905.18,77692362
2023,3,Catamarca,258005703.42,334290
2023,3,Chaco,1158327525.37,1308405
2023,3,Chubut,873616441.21,745138
2023,3,Córdoba,4213796230.04,8674445
2023,3,Corrientes,611969874.95,594985
2023,3,Entre Ríos,1013873234.52,1591101
2023,3,Formosa,448695043.71,667081
2023,3,Jujuy,514590869.49,3556774
2023,3,La Pampa,439278052.61,660223
2023,3,La Rioja,275294837.66,265647
2023,3,Mendoza,2901282272.9,4528311
2023,3,Misiones,997563630.63,686694
2023,3,Neuquén,1153564507.7,1505623
2023,3,Rio Negro,1194544431,1005304
2023,3,Salta,1329166859.56,2133190
2023,3,San Juan,446566911.6,1292268
2023,3,San Luis,561004159.04,453385
2023,3,Santa Cruz,524613499.58,280264
2023,3,Santa Fe,5115131236.07,6678503
2023,3,Santiago del Estero,582585198.09,2783766
2023,3,Tierra del Fuego,218676900.91,172519
2023,3,Tucumán,1573621621.51,3008493
2023,4,Buenos Aires,32612889150.12,44484524
2023,4,CABA y GBA,78684957955.99,78943622
2023,4,Catamarca,397582643.83,349922
2023,4,Chaco,1262811385.58,1091937
2023,4,Chubut,1107178108.45,697578
2023,4,Córdoba,5688422006.7,8560166
2023,4,Corrientes,1523691011.88,904296
2023,4,Entre Ríos,1483253003.37,1707730
2023,4,Formosa,499515467.5,529681
2023,4,Jujuy,1019590266.35,2320705
2023,4,La Pampa,544194334.55,625639
2023,4,La Rioja,369759110.07,251770
2023,4,Mendoza,4121739514.06,3733341
2023,4,Misiones,2444832325.5,1212488
2023,4,Neuquén,1639782648.62,1535752
2023,4,Rio Negro,1447108183.17,750883
2023,4,Salta,1576982877.19,1771629
2023,4,San Juan,579142319.69,1338520
2023,4,San Luis,789827890.5,406560
2023,4,Santa Cruz,649388046.72,258585
2023,4,Santa Fe,6683325476.2,6360108
2023,4,Santiago del Estero,1042374807.22,2934800
2023,4,Tierra del Fuego,929515403.41,128456
2023,4,Tucumán,1869848568.42,2401320
2024,1,Buenos Aires,47434372592.44,43143645
2024,1,CABA y GBA,96747179388.99,67372662
2024,1,Catamarca,672594768.44,438386
2024,1,Chaco,2556985093.65,1279889
2024,1,Chubut,1988358448.01,975913
2024,1,Córdoba,9317401880.48,9177537
2024,1,Corrientes,2464349712.44,994498
2024,1,Entre Ríos,2934654879.45,1876452
2024,1,Formosa,1242722147.83,795861
2024,1,Jujuy,1743772419.83,3883426
2024,1,La Pampa,1207786084.27,821182
2024,1,La Rioja,786395967.12,405683
2024,1,Mendoza,6835329131.74,4476486
2024,1,Misiones,3437242442.82,1236476
2024,1,Neuquén,2462386219.45,1466132
2024,1,Rio Negro,3470442641.64,1467290
2024,1,Salta,4044553631.82,2703165
2024,1,San Juan,1204080885.76,1533249
2024,1,San Luis,1362728815.56,527419
2024,1,Santa Cruz,1369645393.49,589894
2024,1,Santa Fe,9494267445.52,5565709
2024,1,Santiago del Estero,1588387334.64,2628143
2024,1,Tierra del Fuego,490017000.32,141472
2024,1,Tucumán,3833089332.31,3166404
2024,2,Buenos Aires,77735949536.51,40902108
2024,2,CABA y GBA,120296837862.36,71786108
2024,2,Catamarca,949874212.24,503258
2024,2,Chaco,2097804734.25,766376
2024,2,Chubut,2936407513.6,995287
2024,2,Córdoba,15953607554.99,9717047
2024,2,Corrientes,2186241704.23,764040
2024,2,Entre Ríos,3901670672.21,2657125
2024,2,Formosa,1618337857.13,805366
2024,2,Jujuy,2133734508.49,3900180
2024,2,La Pampa,1699738166.31,724354
2024,2,La Rioja,1102197276.04,399074
2024,2,Mendoza,7942186671.47,6898994
2024,2,Misiones,4281047625.45,1103550
2024,2,Neuquén,3791817552.38,1363627
2024,2,Rio Negro,6346489553.29,1862978
2024,2,Salta,5520472435.81,2814774
2024,2,San Juan,1683706181.29,1438941
2024,2,San Luis,1785835668.98,516657
2024,2,Santa Cruz,2074292790.97,597680
2024,2,Santa Fe,12967358572.21,5720925
2024,2,Santiago del Estero,2840653367.08,4170339
2024,2,Tierra del Fuego,680531117.1,151876
2024,2,Tucumán,8468415149.14,4095801
2024,3,Buenos Aires,90994134419,39172348
2024,3,CABA y GBA,155008063424.51,68869916
2024,3,Catamarca,1287548493.91,484213
2024,3,Chaco,2493908567.2,715449
2024,3,Chubut,4300285420.84,973075
2024,3,Córdoba,21128728340.33,10823747
2024,3,Corrientes,5590959594.73,890310
2024,3,Entre Ríos,5716498750.4,1508742
2024,3,Formosa,2404057346.38,1276489
2024,3,Jujuy,2825176725.95,4015002
2024,3,La Pampa,2247736777.13,600544
2024,3,La Rioja,1323388900.53,6465917
2024,3,Mendoza,12402867957.81,2238341
2024,3,Misiones,9260655299.86,938556
2024,3,Neuquén,5450212468.99,2307101
2024,3,Rio Negro,6626337074.4,1744973
2024,3,Salta,6797826161.82,1558078
2024,3,San Juan,2131358043.24,1318545
2024,3,San Luis,2668366856.16,484014
2024,3,Santa Cruz,2909467744.64,561926
2024,3,Santa Fe,16821832685.34,5383249
2024,3,Santiago del Estero,4141717757.44,3247165
2024,3,Tierra del Fuego,785668551.78,143465
2024,3,Tucumán,8328962672.93,3832316
2024,4,Buenos Aires,108414681545.47,33815171
2024,4,CABA y GBA,198812647401.51,70240023
2024,4,Catamarca,1372558085.94,463707
2024,4,Chaco,2509920076.6,494439
2024,4,Chubut,4796308581.86,922401
2024,4,Córdoba,24593108341.74,10266470
2024,4,Corrientes,10073529243.14,1689023
2024,4,Entre Ríos,8377399601.72,1672122
2024,4,Formosa,2794277955.66,784706
2024,4,Jujuy,3040376579.87,2607964
2024,4,La Pampa,2610462109.76,633416
2024,4,La Rioja,1421973043.31,334733
2024,4,Mendoza,12607117188.44,5675350
2024,4,Misiones,8811346442.74,1327863
2024,4,Neuquén,5798939287.85,1635475
2024,4,Rio Negro,6151809265.72,1133993
2024,4,Salta,7899893830.21,2699629
2024,4,San Juan,2335368374.83,1628440
2024,4,San Luis,2775000830.69,496052
2024,4,Santa Cruz,3261428784.21,531466
2024,4,Santa Fe,20454581528.43,5358610
2024,4,Santiago del Estero,5678378538.42,3120287
2024,4,Tierra del Fuego,880136363.51,138220
2024,4,Tucumán,8190630451.7,3453885
2025,1,Buenos Aires,99240895319.6,42918663
2025,1,CABA y GBA,200812072766.94,74624557
2025,1,Catamarca,1378527669.98,430651
2025,1,Chaco,2962812583.34,834047
2025,1,Chubut,4640559523.22,886755
2025,1,Córdoba,22480711489.5,9457442
2025,1,Corrientes,3387774607.11,722098
2025,1,Entre Ríos,5010374907.17,1129929
2025,1,Formosa,2548173360.22,684110
2025,1,Jujuy,3097063087.95,2188609
2025,1,La Pampa,2509624360.83,599548
2025,1,La Rioja,1404473871.88,326539
2025,1,Mendoza,11888848402.76,6862768
2025,1,Misiones,6697373313.23,1000347
2025,1,Neuquén,5738507434.42,1259439
2025,1,Rio Negro,6572894679.57,1192658
2025,1,Salta,8735126621.62,2700407
2025,1,San Juan,2297043220.39,1306808
2025,1,San Luis,2644673827.53,732298
2025,1,Santa Cruz,3146928212.63,519111
2025,1,Santa Fe,19842937762.39,5445667
2025,1,Santiago del Estero,2741935322.78,2894869
2025,1,Tierra del Fuego,803999822.85,125842
2025,1,Tucumán,8526433002.53,3743558
2025,2,Buenos Aires,137861272198.29,43979788
2025,2,CABA y GBA,221277840718.35,74186231
2025,2,Catamarca,1533068791.94,429862
2025,2,Chaco,3691866153.33,891076
2025,2,Chubut,5116087135.76,870800
2025,2,Córdoba,26506703587.35,8790092
2025,2,Corrientes,3810666309.59,767330
2025,2,Entre Ríos,6903074099.66,912622
2025,2,Formosa,2877655789.53,2275260
2025,2,Jujuy,3485540096.51,2104284
2025,2,La Pampa,2806583170.32,560145
2025,2,La Rioja,1719579337.08,5823070
2025,2,Mendoza,14950664735.12,1499863
2025,2,Misiones,8288607009.06,837851
2025,2,Neuquén,7128718807.74,2222841
2025,2,Rio Negro,6861094292.61,1782088
2025,2,Salta,10400799490.5,1239513
2025,2,San Juan,3039719488.46,1365807
2025,2,San Luis,2883654593.44,543658
2025,2,Santa Cruz,3532342027.8,509816
2025,2,Santa Fe,23946469656.86,5508967
2025,2,Santiago del Estero,4292733850.34,3411959
2025,2,Tierra del Fuego,1385319623.46,187664
2025,2,Tucumán,9403742557.71,3283817
2025,3,Buenos Aires,165447819134.37,38797717
2025,3,CABA y GBA,236428420015.45,68762254
2025,3,Catamarca,1719861598.29,418717
2025,3,Chaco,3630383828.68,4133377
2025,3,Chubut,5161455912.89,852600
2025,3,Córdoba,27063800298.68,8479997
2025,3,Corrientes,4891287199.65,591763
2025,3,Entre Ríos,7453855127.6,991795
2025,3,Formosa,2750546360.04,2236622
2025,3,Jujuy,3752059849.16,3623248
2025,3,La Pampa,3084901353.77,527381
2025,3,La Rioja,1740202655.27,5874957
2025,3,Mendoza,15651111566.06,1391175
2025,3,Misiones,8048089830.29,822336
2025,3,Neuquén,7434113245.51,2063657
2025,3,Rio Negro,7427953245.96,1703644
2025,3,Salta,9973089034,1218753
2025,3,San Juan,3287828603.73,2067226
2025,3,San Luis,2923192169.32,500719
2025,3,Santa Cruz,3482325350.8,482442
2025,3,Santa Fe,24853753617.13,5214340
2025,3,Santiago del Estero,4447833379.11,2965910
2025,3,Tierra del Fuego,1737559241.9,236566
2025,3,Tucumán,10448354967.19,3251442
2025,4,Buenos Aires,183823122573.03,38065084
2025,4,CABA y GBA,231971772748.4,67964545
2025,4,Catamarca,1657791840.33,397973
2025,4,Chaco,3942301327.46,966050
2025,4,Chubut,5227394100.85,780990
2025,4,Córdoba,26604126527.87,5028329
2025,4,Corrientes,3528029293.94,726526
2025,4,Entre Ríos,8408984996.58,767561
2025,4,Formosa,3057815270.19,2345134
2025,4,Jujuy,3702801514.54,1428017
2025,4,La Pampa,3071205004.85,492266
2025,4,La Rioja,1814092013.34,5536645
2025,4,Mendoza,14101819072.09,1285246
2025,4,Misiones,7640893015.53,804402
2025,4,Neuquén,8005468659.53,1958532
2025,4,Rio Negro,8445592800.9,1612249
2025,4,Salta,8827627030.09,1149790
2025,4,San Juan,3204638630.58,1198298
2025,4,San Luis,2929947451.32,486560
2025,4,Santa Cruz,3555425813.84,455789
2025,4,Santa Fe,24849384197.49,4922644
2025,4,Santiago del Estero,3252271142.71,2381071
2025,4,Tierra del Fuego,1665917472.93,224553
2025,4,Tucumán,11437236660.5,3143402
